FECHA_OPERATIVA|CEDI|TIENDA|AREA|SITUACION_PEDIDO|PED_PEDIDOS|PED_ARTICULOS|PED_CAJAS|PED_NOATENDID|PICK_PEDIDOS|PICK_ARTICULOS|PICK_CAJAS|PICK_NOATENDID|DESP_PEDIDOS|DESP_ARTICULOS|DESP_CAJAS|DESP_NOATENDID
2023/04/18|CEDI_3|10003|Extraordinarios|EX|1|1|17|3|1|1|14|3||||
2023/04/18|CEDI_3|10192|Alimentos|EX|1|75|187|2||||||||
2023/04/18|CEDI_3|10192|Cuadrante 1|EX|1|6|158|0|1|4|140|0||||
2023/04/18|CEDI_3|10192|Fruver Seco|EX|1|2|2|0||||||||
2023/04/18|CEDI_3|10192|Refrigerados|EX|2|40|53|-2||||||||
2023/04/18|CEDI_3|10193|Alimentos|EX|1|55|106|0||||||||
2023/04/18|CEDI_3|10193|Cuadrante 1|EX|1|1|32|0|1|1|32|0||||
2023/04/18|CEDI_3|10193|Fruver Seco|EX|1|6|6|0||||||||
2023/04/18|CEDI_3|10193|Refrigerados|EX|1|13|15|0||||||||
2023/04/18|CEDI_3|10194|Alimentos|EX|1|91|158|0||||||||
2023/04/18|CEDI_3|10194|Cuadrante 1|EX|1|2|34|0|1|1|18|0||||
2023/04/18|CEDI_3|10194|Fruver Seco|EX|1|6|8|0||||||||
2023/04/18|CEDI_3|10194|Refrigerados|EX|2|28|37|4||||||||
2023/04/18|CEDI_3|10195|Alimentos|EX|1|106|271|1||||||||
2023/04/18|CEDI_3|10195|Refrigerados|EX|1|21|25|0||||||||
2023/04/18|CEDI_3|10197|Alimentos|EX|1|131|171|0||||||||
2023/04/18|CEDI_3|10197|Fruver Seco|EX|1|4|5|0||||||||
2023/04/18|CEDI_3|10197|Refrigerados|EX|2|40|48|0||||||||
2023/04/18|CEDI_3|10198|Alimentos|EX|1|98|153|0||||||||
2023/04/18|CEDI_3|10198|Cuadrante 1|EX|1|1|32|||||||||
2023/04/18|CEDI_3|10198|Fruver Seco|EX|1|7|11|0||||||||
2023/04/18|CEDI_3|10198|Refrigerados|EX|1|41|56|0||||||||
2023/04/18|CEDI_3|10199|Cuadrante 1|EX|1|2|36|||||||||
2023/04/18|CEDI_3|10199|Refrigerados|EX|1|3|7|0||||||||
2023/04/18|CEDI_3|10200|Alimentos|EX|1|181|366|0||||||||
2023/04/18|CEDI_3|10200|Cuadrante 1|EX|1|5|164|0||||||||
2023/04/18|CEDI_3|10200|Fruver Seco|EX|1|3|3|0||||||||
2023/04/18|CEDI_3|10200|Refrigerados|EX|1|43|74|2||||||||
2023/04/18|CEDI_3|10201|Alimentos|EX|1|204|389|0||||||||
2023/04/18|CEDI_3|10201|Cuadrante 1|EX|1|1|28|0|1|1|28|0|1|1|28|0
2023/04/18|CEDI_3|10201|Refrigerados|EX|2|50|82|-1||||||||
2023/04/18|CEDI_3|10202|Alimentos|EX|1|178|291|7||||||||
2023/04/18|CEDI_3|10202|Cuadrante 1|EX|1|3|82|0|1|2|50|0||||
2023/04/18|CEDI_3|10202|Refrigerados|EX|1|31|47|0||||||||
2023/04/18|CEDI_3|10203|Cuadrante 1|EX|1|2|24|||||||||
2023/04/18|CEDI_3|10203|Fruver Seco|EX|1|7|7|0||||||||
2023/04/18|CEDI_3|10203|Refrigerados|EX|1|5|13|0||||||||
2023/04/18|CEDI_3|10204|Alimentos|EX|1|99|120|0||||||||
2023/04/18|CEDI_3|10204|Fruver Seco|EX|1|6|11|0||||||||
2023/04/18|CEDI_3|10204|Refrigerados|EX|2|39|45|1||||||||
2023/04/18|CEDI_3|10205|Alimentos|EX|1|308|581|3||||||||
2023/04/18|CEDI_3|10205|Cuadrante 1|EX|1|1|32|0|1|1|32|0|1|1|32|0
2023/04/18|CEDI_3|10205|Fruver Seco|EX|1|7|14|0||||||||
2023/04/18|CEDI_3|10205|Refrigerados|EX|2|43|58|-4||||||||
2023/04/18|CEDI_3|10206|Alimentos|EX|1|203|389|1||||||||
2023/04/18|CEDI_3|10206|Cuadrante 1|EX|1|9|192|0|1|9|192|0|1|8|172|0
2023/04/18|CEDI_3|10206|Fruver Seco|EX|1|9|9|0||||||||
2023/04/18|CEDI_3|10206|Refrigerados|EX|2|55|105|5||||||||
2023/04/18|CEDI_3|10207|Alimentos|EX|1|145|252|4||||||||
2023/04/18|CEDI_3|10207|Cuadrante 1|EX|1|2|60|0||||||||
2023/04/18|CEDI_3|10207|Refrigerados|EX|1|39|51|0||||||||
2023/04/18|CEDI_3|10208|Alimentos|EX|1|262|403|1||||||||
2023/04/18|CEDI_3|10208|Cuadrante 1|EX|1|1|16|0|1|1|16|0|1|1|16|0
2023/04/18|CEDI_3|10208|Fruver Seco|EX|1|6|10|0||||||||
2023/04/18|CEDI_3|10208|Refrigerados|EX|1|61|81|0||||||||
2023/04/18|CEDI_3|10209|Alimentos|EX|1|179|316|0||||||||
2023/04/18|CEDI_3|10209|Cuadrante 1|EX|1|2|50|0|1|2|50|0|1|2|50|0
2023/04/18|CEDI_3|10209|Fruver Seco|EX|1|6|9|0||||||||
2023/04/18|CEDI_3|10209|Refrigerados|EX|2|59|87|-3||||||||
2023/04/18|CEDI_3|10210|Alimentos|EX|1|22|80|0||||||||
2023/04/18|CEDI_3|10210|Refrigerados|EX|1|24|46|0||||||||
2023/04/18|CEDI_3|10211|Alimentos|EX|1|29|49|0||||||||
2023/04/18|CEDI_3|10211|Fruver Seco|EX|1|2|2|0||||||||
2023/04/18|CEDI_3|10211|Refrigerados|EX|2|20|27|3||||||||
2023/04/18|CEDI_3|10212|Alimentos|EX|1|192|329|3||||||||
2023/04/18|CEDI_3|10212|Cuadrante 1|EX|1|7|212|0|1|5|162|0||||
2023/04/18|CEDI_3|10212|Fruver Seco|EX|1|7|12|0||||||||
2023/04/18|CEDI_3|10212|Refrigerados|EX|2|41|46|-1||||||||
2023/04/18|CEDI_3|10213|Alimentos|EX|1|238|427|0||||||||
2023/04/18|CEDI_3|10213|Cuadrante 1|EX|1|1|16|0|1|1|16|0|1|1|16|0
2023/04/18|CEDI_3|10213|Fruver Seco|EX|1|7|13|0||||||||
2023/04/18|CEDI_3|10213|Refrigerados|EX|2|78|142|-1||||||||
2023/04/18|CEDI_3|10214|Alimentos|EX|1|157|201|0||||||||
2023/04/18|CEDI_3|10214|Cuadrante 1|EX|1|1|18|||||||||
2023/04/18|CEDI_3|10214|Fruver Seco|EX|1|5|5|0||||||||
2023/04/18|CEDI_3|10214|Refrigerados|EX|2|35|41|4||||||||
2023/04/18|CEDI_3|10215|Alimentos|EX|1|229|437|0||||||||
2023/04/18|CEDI_3|10215|Cuadrante 1|EX|1|2|46|0|1|2|46|0|1|2|46|0
2023/04/18|CEDI_3|10215|Fruver Seco|EX|1|7|9|0||||||||
2023/04/18|CEDI_3|10215|Refrigerados|EX|1|24|31|0||||||||
2023/04/18|CEDI_3|10216|Alimentos|EX|1|169|319|0||||||||
2023/04/18|CEDI_3|10216|Cuadrante 1|EX|1|1|15|0|1|1|15|0|1|1|15|0
2023/04/18|CEDI_3|10216|Fruver Seco|EX|1|6|13|0||||||||
2023/04/18|CEDI_3|10216|Refrigerados|EX|2|44|73|-1||||||||
2023/04/18|CEDI_3|10217|Alimentos|EX|1|39|77|0||||||||
2023/04/18|CEDI_3|10217|Cuadrante 1|EX|1|6|173|0|1|3|131|0||||
2023/04/18|CEDI_3|10217|Fruver Seco|EX|1|7|7|0||||||||
2023/04/18|CEDI_3|10217|Refrigerados|EX|1|27|38|1||||||||
2023/04/18|CEDI_3|10218|Alimentos|EX|1|158|321|0||||||||
2023/04/18|CEDI_3|10218|Fruver Seco|EX|1|7|19|0||||||||
2023/04/18|CEDI_3|10218|Refrigerados|EX|2|73|134|10||||||||
2023/04/18|CEDI_3|10219|Alimentos|EX|1|161|371|2||||||||
2023/04/18|CEDI_3|10219|Cuadrante 1|EX|1|4|77|0|1|3|65|0|1|3|65|0
2023/04/18|CEDI_3|10219|Fruver Seco|EX|1|4|7|0||||||||
2023/04/18|CEDI_3|10219|Refrigerados|EX|2|43|72|-2||||||||
2023/04/18|CEDI_3|10220|Alimentos|EX|1|56|111|0||||||||
2023/04/18|CEDI_3|10220|Cuadrante 1|EX|1|2|34|0|1|2|34|0||||
2023/04/18|CEDI_3|10220|Fruver Seco|EX|1|5|6|0||||||||
2023/04/18|CEDI_3|10220|Refrigerados|EX|1|20|22|0||||||||
2023/04/18|CEDI_3|10221|Alimentos|EX|1|117|200|0||||||||
2023/04/18|CEDI_3|10221|Fruver Seco|EX|1|3|3|0||||||||
2023/04/18|CEDI_3|10221|Refrigerados|EX|2|18|17|-1||||||||
2023/04/18|CEDI_3|10222|Alimentos|EX|1|158|440|7||||||||
2023/04/18|CEDI_3|10222|Aseo|EX|1|40|62|2|1|29|39|2|1|29|39|2
2023/04/18|CEDI_3|10222|Cuadrante 1|EX|1|1|18|0|1|1|18|0|1|1|18|0
2023/04/18|CEDI_3|10222|Fruver Seco|EX|1|2|4|0||||||||
2023/04/18|CEDI_3|10222|Refrigerados|EX|2|92|195|-1||||||||
2023/04/18|CEDI_3|10223|Alimentos|EX|1|250|577|4||||||||
2023/04/18|CEDI_3|10223|Cuadrante 1|EX|1|2|96|0|1|1|84|0|1|1|84|0
2023/04/18|CEDI_3|10223|Fruver Seco|EX|1|5|12|0||||||||
2023/04/18|CEDI_3|10223|Refrigerados|EX|1|51|101|0||||||||
2023/04/18|CEDI_3|10224|Alimentos|EX|1|241|738|2||||||||
2023/04/18|CEDI_3|10224|Refrigerados|EX|1|64|123|0||||||||
2023/04/18|CEDI_3|10225|Alimentos|EX|1|130|368|0||||||||
2023/04/18|CEDI_3|10225|Cuadrante 1|EX|1|15|297|0|1|12|264|0|1|12|264|0
2023/04/18|CEDI_3|10225|Fruver Seco|EX|1|8|9|0||||||||
2023/04/18|CEDI_3|10225|Refrigerados|EX|2|20|27|-2||||||||
2023/04/18|CEDI_3|10226|Alimentos|EX|1|133|358|0||||||||
2023/04/18|CEDI_3|10226|Cuadrante 1|EX|1|6|115|0|1|6|115|0|1|6|115|0
2023/04/18|CEDI_3|10226|Fruver Seco|EX|1|7|13|0||||||||
2023/04/18|CEDI_3|10226|Refrigerados|EX|2|77|163|-5||||||||
2023/04/18|CEDI_3|10227|Alimentos|EX|1|111|208|0||||||||
2023/04/18|CEDI_3|10227|Cuadrante 1|EX|1|3|45|0|1|2|36|0|1|2|36|0
2023/04/18|CEDI_3|10227|Fruver Seco|EX|1|6|11|0||||||||
2023/04/18|CEDI_3|10227|Refrigerados|EX|2|43|55|-1||||||||
2023/04/18|CEDI_3|10228|Alimentos|EX|1|71|125|1||||||||
2023/04/18|CEDI_3|10228|Fruver Seco|EX|1|3|3|0||||||||
2023/04/18|CEDI_3|10228|Refrigerados|EX|2|25|32|1||||||||
2023/04/18|CEDI_3|10229|Alimentos|EX|1|200|364|0||||||||
2023/04/18|CEDI_3|10229|Fruver Seco|EX|1|3|3|0||||||||
2023/04/18|CEDI_3|10229|Refrigerados|EX|1|30|34|0||||||||
2023/04/18|CEDI_3|10230|Alimentos|EX|1|207|343|5||||||||
2023/04/18|CEDI_3|10230|Cuadrante 1|EX|1|6|153|10|1|3|80|1||||
2023/04/18|CEDI_3|10230|Fruver Seco|EX|1|6|7|0||||||||
2023/04/18|CEDI_3|10230|Refrigerados|EX|1|23|31|0||||||||
2023/04/18|CEDI_3|10231|Alimentos|EX|1|169|359|0||||||||
2023/04/18|CEDI_3|10231|Fruver Seco|EX|1|8|16|0||||||||
2023/04/18|CEDI_3|10231|Refrigerados|EX|2|43|65|1||||||||
2023/04/18|CEDI_3|10232|Alimentos|EX|1|157|312|4||||||||
2023/04/18|CEDI_3|10232|Fruver Seco|EX|1|5|8|0||||||||
2023/04/18|CEDI_3|10232|Refrigerados|EX|2|39|53|0||||||||
2023/04/18|CEDI_3|10235|Alimentos|EX|1|126|232|0||||||||
2023/04/18|CEDI_3|10235|Cuadrante 1|EX|1|6|173|0||||||||
2023/04/18|CEDI_3|10235|Fruver Seco|EX|1|7|9|0||||||||
2023/04/18|CEDI_3|10235|Refrigerados|EX|2|33|46|3||||||||
2023/04/18|CEDI_3|10236|Alimentos|EX|1|107|147|0||||||||
2023/04/18|CEDI_3|10236|Cuadrante 1|EX|1|3|46|0|1|1|18|0|1|1|18|0
2023/04/18|CEDI_3|10236|Fruver Seco|EX|1|5|7|0||||||||
2023/04/18|CEDI_3|10236|Refrigerados|EX|2|34|42|1||||||||
2023/04/18|CEDI_3|10237|Alimentos|EX|1|116|255|0||||||||
2023/04/18|CEDI_3|10237|Fruver Seco|EX|1|6|10|0||||||||
2023/04/18|CEDI_3|10237|Refrigerados|EX|2|65|124|12||||||||
2023/04/18|CEDI_3|10238|Alimentos|EX|1|146|188|0||||||||
2023/04/18|CEDI_3|10238|Fruver Seco|EX|1|5|6|0||||||||
2023/04/18|CEDI_3|10238|Refrigerados|EX|2|39|46|-2||||||||
2023/04/18|CEDI_3|10239|Alimentos|EX|1|103|226|0||||||||
2023/04/18|CEDI_3|10239|Fruver Seco|EX|1|6|9|0||||||||
2023/04/18|CEDI_3|10239|Refrigerados|EX|2|39|55|1||||||||
2023/04/18|CEDI_3|10240|Alimentos|EX|1|176|272|0||||||||
2023/04/18|CEDI_3|10240|Fruver Seco|EX|1|7|10|0||||||||
2023/04/18|CEDI_3|10240|Refrigerados|EX|2|23|31|2||||||||
2023/04/18|CEDI_3|10241|Alimentos|EX|1|215|288|0||||||||
2023/04/18|CEDI_3|10241|Cuadrante 1|EX|1|1|18|0|1|1|18|0|1|1|18|0
2023/04/18|CEDI_3|10241|Fruver Seco|EX|1|7|7|0||||||||
2023/04/18|CEDI_3|10241|Refrigerados|EX|2|51|67|7||||||||
2023/04/18|CEDI_3|10244|Alimentos|EX|1|142|298|2||||||||
2023/04/18|CEDI_3|10244|Cuadrante 1|EX|1|7|164|0||||||||
2023/04/18|CEDI_3|10244|Fruver Seco|EX|1|4|4|0||||||||
2023/04/18|CEDI_3|10244|Refrigerados|EX|1|24|28|0||||||||
2023/04/18|CEDI_3|10245|Alimentos|EX|1|67|125|0||||||||
2023/04/18|CEDI_3|10245|Cuadrante 1|EX|1|2|36|0|1|2|36|0|1|2|36|0
2023/04/18|CEDI_3|10245|Fruver Seco|EX|1|7|13|0||||||||
2023/04/18|CEDI_3|10245|Refrigerados|EX|2|48|73|2||||||||
2023/04/18|CEDI_3|10246|Alimentos|EX|1|79|117|0||||||||
2023/04/18|CEDI_3|10246|Refrigerados|EX|1|30|40|0||||||||
2023/04/18|CEDI_3|10247|Alimentos|EX|1|144|246|1||||||||
2023/04/18|CEDI_3|10247|Fruver Seco|EX|1|4|4|0||||||||
2023/04/18|CEDI_3|10247|Refrigerados|EX|2|26|36|0||||||||
2023/04/18|CEDI_3|10248|Alimentos|EX|1|212|295|1||||||||
2023/04/18|CEDI_3|10248|Cuadrante 1|EX|1|2|47|0|1|2|47|0||||
2023/04/18|CEDI_3|10248|Fruver Seco|EX|1|6|9|0||||||||
2023/04/18|CEDI_3|10248|Refrigerados|EX|2|46|58|7||||||||
2023/04/18|CEDI_3|10249|Alimentos|EX|1|163|330|8||||||||
2023/04/18|CEDI_3|10249|Cuadrante 1|EX|1|5|184|0|1|5|184|0||||
2023/04/18|CEDI_3|10249|Fruver Seco|EX|1|6|7|0||||||||
2023/04/18|CEDI_3|10249|Refrigerados|EX|1|21|36|0||||||||
2023/04/18|CEDI_3|10250|Alimentos|EX|1|153|228|0||||||||
2023/04/18|CEDI_3|10250|Fruver Seco|EX|1|4|6|0||||||||
2023/04/18|CEDI_3|10250|Refrigerados|EX|1|1|1|||||||||
2023/04/18|CEDI_3|10251|Alimentos|EX|1|191|304|0||||||||
2023/04/18|CEDI_3|10251|Cuadrante 1|EX|1|1|16|||||||||
2023/04/18|CEDI_3|10251|Fruver Seco|EX|1|6|6|0||||||||
2023/04/18|CEDI_3|10251|Refrigerados|EX|2|21|27|-3||||||||
2023/04/18|CEDI_3|10252|Alimentos|EX|1|187|351|3||||||||
2023/04/18|CEDI_3|10252|Cuadrante 1|EX|1|2|64|0|1|2|64|0|1|2|64|0
2023/04/18|CEDI_3|10252|Fruver Seco|EX|1|1|2|0||||||||
2023/04/18|CEDI_3|10252|Refrigerados|EX|1|44|60|0||||||||
2023/04/18|CEDI_3|10253|Alimentos|EX|1|89|151|0||||||||
2023/04/18|CEDI_3|10253|Refrigerados|EX|2|36|48|8||||||||
2023/04/18|CEDI_3|10254|Alimentos|EX|1|171|275|0||||||||
2023/04/18|CEDI_3|10254|Cuadrante 1|EX|1|2|34|||||||||
2023/04/18|CEDI_3|10254|Fruver Seco|EX|1|4|4|0||||||||
2023/04/18|CEDI_3|10254|Refrigerados|EX|2|25|25|-1||||||||
2023/04/18|CEDI_3|10255|Alimentos|EX|1|188|563|5||||||||
2023/04/18|CEDI_3|10255|Fruver Seco|EX|1|6|9|0||||||||
2023/04/18|CEDI_3|10255|Refrigerados|EX|1|31|44|0||||||||
2023/04/18|CEDI_3|10257|Alimentos|EX|1|12|20|0||||||||
2023/04/18|CEDI_3|10257|Refrigerados|EX|1|3|3|0||||||||
2023/04/18|CEDI_3|10258|Alimentos|EX|1|134|331|6||||||||
2023/04/18|CEDI_3|10258|Fruver Seco|EX|1|8|19|0||||||||
2023/04/18|CEDI_3|10258|Refrigerados|EX|1|12|22|0||||||||
2023/04/18|CEDI_3|10259|Alimentos|EX|1|156|379|1||||||||
2023/04/18|CEDI_3|10259|Refrigerados|EX|1|44|74|0||||||||
2023/04/18|CEDI_3|10260|Alimentos|EX|1|68|225|3||||||||
2023/04/18|CEDI_3|10260|Cuadrante 1|EX|1|1|32|0|1|1|32|0||||
2023/04/18|CEDI_3|10260|Fruver Seco|EX|1|5|23|0||||||||
2023/04/18|CEDI_3|10260|Refrigerados|EX|2|35|46|0||||||||
2023/04/18|CEDI_3|10261|Alimentos|EX|1|83|113|0||||||||
2023/04/18|CEDI_3|10261|Cuadrante 1|EX|1|2|33|||||||||
2023/04/18|CEDI_3|10261|Fruver Seco|EX|1|6|10|0||||||||
2023/04/18|CEDI_3|10261|Refrigerados|EX|1|14|18|0||||||||
2023/04/18|CEDI_3|10262|Alimentos|EX|1|117|313|2||||||||
2023/04/18|CEDI_3|10262|Cuadrante 1|EX|1|1|15|||||||||
2023/04/18|CEDI_3|10262|Fruver Seco|EX|1|5|7|0||||||||
2023/04/18|CEDI_3|10262|Refrigerados|EX|1|45|50|0||||||||
2023/04/18|CEDI_3|10263|Alimentos|EX|1|100|225|3||||||||
2023/04/18|CEDI_3|10263|Fruver Seco|EX|1|3|6|0||||||||
2023/04/18|CEDI_3|10263|Refrigerados|EX|2|47|62|0||||||||
2023/04/18|CEDI_3|10264|Alimentos|EX|1|335|606|0||||||||
2023/04/18|CEDI_3|10264|Cuadrante 1|EX|1|2|36|0|1|1|24|0|1|1|24|0
2023/04/18|CEDI_3|10264|Fruver Seco|EX|1|9|18|0||||||||
2023/04/18|CEDI_3|10264|Refrigerados|EX|2|56|75|-3||||||||
2023/04/18|CEDI_3|10265|Alimentos|EX|1|186|274|0||||||||
2023/04/18|CEDI_3|10265|Cuadrante 1|EX|1|1|15|0|1|1|15|0||||
2023/04/18|CEDI_3|10265|Fruver Seco|EX|1|9|12|0||||||||
2023/04/18|CEDI_3|10265|Refrigerados|EX|2|71|117|14||||||||
2023/04/18|CEDI_3|10266|Alimentos|EX|1|115|388|3||||||||
2023/04/18|CEDI_3|10266|Cuadrante 1|EX|1|1|32|0|1|1|32|0|1|1|32|0
2023/04/18|CEDI_3|10266|Fruver Seco|EX|1|5|8|0||||||||
2023/04/18|CEDI_3|10266|Refrigerados|EX|1|34|57|0||||||||
2023/04/18|CEDI_3|10267|Alimentos|EX|1|289|534|0||||||||
2023/04/18|CEDI_3|10267|Cuadrante 1|EX|1|2|33|0|1|2|33|0||||
2023/04/18|CEDI_3|10267|Fruver Seco|EX|1|5|6|0||||||||
2023/04/18|CEDI_3|10267|Refrigerados|EX|2|45|52|-1||||||||
2023/04/18|CEDI_3|10268|Alimentos|EX|1|52|94|0||||||||
2023/04/18|CEDI_3|10268|Cuadrante 1|EX|1|2|50|0||||||||
2023/04/18|CEDI_3|10268|Fruver Seco|EX|1|6|9|0||||||||
2023/04/18|CEDI_3|10268|Refrigerados|EX|2|78|122|-2||||||||
2023/04/18|CEDI_3|10660|Alimentos|EX|1|220|374|5||||||||
2023/04/18|CEDI_3|10660|Fruver Seco|EX|1|4|6|0||||||||
2023/04/18|CEDI_3|10660|Refrigerados|EX|1|40|61|0||||||||
2023/04/18|CEDI_3|10682|Alimentos|EX|1|110|184|1||||||||
2023/04/18|CEDI_3|10682|Cuadrante 1|EX|1|1|16|0|1|1|16|0|1|1|16|0
2023/04/18|CEDI_3|10682|Refrigerados|EX|1|38|49|0||||||||
2023/04/18|CEDI_3|10684|Alimentos|EX|1|112|356|4||||||||
2023/04/18|CEDI_3|10684|Fruver Seco|EX|1|6|14|0||||||||
2023/04/18|CEDI_3|10684|Refrigerados|EX|2|60|78|0||||||||
2023/04/18|CEDI_3|10727|Alimentos|EX|1|229|383|0||||||||
2023/04/18|CEDI_3|10727|Cuadrante 1|EX|1|1|18|||||||||
2023/04/18|CEDI_3|10727|Fruver Seco|EX|1|8|9|0||||||||
2023/04/18|CEDI_3|10727|Refrigerados|EX|2|58|83|7||||||||
2023/04/18|CEDI_3|10747|Alimentos|EX|1|83|151|0||||||||
2023/04/18|CEDI_3|10747|Cuadrante 1|EX|1|1|84|0||||||||
2023/04/18|CEDI_3|10747|Fruver Seco|EX|1|8|9|0||||||||
2023/04/18|CEDI_3|10747|Refrigerados|EX|2|33|48|1||||||||
2023/04/18|CEDI_3|10767|Alimentos|EX|1|250|543|0||||||||
2023/04/18|CEDI_3|10767|Fruver Seco|EX|1|8|12|0||||||||
2023/04/18|CEDI_3|10767|Refrigerados|EX|2|54|80|1||||||||
2023/04/18|CEDI_3|10782|Alimentos|EX|1|83|174|0||||||||
2023/04/18|CEDI_3|10782|Cuadrante 1|EX|1|1|18|||||||||
2023/04/18|CEDI_3|10782|Fruver Seco|EX|1|4|5|0||||||||
2023/04/18|CEDI_3|10782|Refrigerados|EX|2|35|55|4||||||||
2023/04/18|CEDI_3|10805|Alimentos|EX|1|38|62|0||||||||
2023/04/18|CEDI_3|10805|Cuadrante 1|EX|1|1|84|0||||||||
2023/04/18|CEDI_3|10805|Fruver Seco|EX|1|2|3|0||||||||
2023/04/18|CEDI_3|10806|Alimentos|EX|1|189|266|0||||||||
2023/04/18|CEDI_3|10806|Cuadrante 1|EX|1|3|51|0|1|2|39|0|1|2|39|0
2023/04/18|CEDI_3|10806|Fruver Seco|EX|1|3|4|0||||||||
2023/04/18|CEDI_3|10806|Refrigerados|EX|2|33|56|1||||||||
2023/04/18|CEDI_3|10807|Alimentos|EX|1|226|668|13||||||||
2023/04/18|CEDI_3|10807|Cuadrante 1|EX|1|1|16|0|1|1|16|0||||
2023/04/18|CEDI_3|10807|Fruver Seco|EX|1|9|18|0||||||||
2023/04/18|CEDI_3|10807|Refrigerados|EX|2|68|141|-1||||||||
2023/04/18|CEDI_3|10822|Alimentos|EX|1|80|238|0||||||||
2023/04/18|CEDI_3|10822|Cuadrante 1|EX|1|3|109|0|1|2|99|0|1|2|99|0
2023/04/18|CEDI_3|10822|Refrigerados|EX|1|36|61|0||||||||
2023/04/18|CEDI_3|10842|Alimentos|EX|1|257|388|0||||||||
2023/04/18|CEDI_3|10842|Cuadrante 1|EX|1|2|33|0|1|1|15|0||||
2023/04/18|CEDI_3|10842|Fruver Seco|EX|1|6|9|0||||||||
2023/04/18|CEDI_3|10842|Refrigerados|EX|2|30|38|5||||||||
2023/04/18|CEDI_3|10844|Alimentos|EX|1|236|559|1||||||||
2023/04/18|CEDI_3|10844|Fruver Seco|EX|1|8|9|0||||||||
2023/04/18|CEDI_3|10844|Refrigerados|EX|2|36|57|0||||||||
2023/04/18|CEDI_3|10858|Alimentos|EX|1|64|122|0||||||||
2023/04/18|CEDI_3|10858|Cuadrante 1|EX|1|3|54|0|1|2|36|0||||
2023/04/18|CEDI_3|10858|Fruver Seco|EX|1|7|12|0||||||||
2023/04/18|CEDI_3|10858|Refrigerados|EX|2|14|23|0||||||||
2023/04/18|CEDI_3|10865|Alimentos|EX|1|261|679|0||||||||
2023/04/18|CEDI_3|10865|Fruver Seco|EX|1|7|16|0||||||||
2023/04/18|CEDI_3|10865|Refrigerados|EX|2|44|65|0||||||||
2023/04/18|CEDI_3|10866|Alimentos|EX|1|127|257|1||||||||
2023/04/18|CEDI_3|10866|Cuadrante 1|EX|1|2|36|||||||||
2023/04/18|CEDI_3|10866|Fruver Seco|EX|1|6|12|0||||||||
2023/04/18|CEDI_3|10866|Refrigerados|EX|2|40|57|2||||||||
2023/04/18|CEDI_3|10880|Alimentos|EX|1|132|312|1||||||||
2023/04/18|CEDI_3|10880|Cuadrante 1|EX|1|2|30|||||||||
2023/04/18|CEDI_3|10880|Fruver Seco|EX|1|7|13|0||||||||
2023/04/18|CEDI_3|10880|Refrigerados|EX|2|36|61|8||||||||
2023/04/18|CEDI_3|10895|Alimentos|EX|1|83|110|1||||||||
2023/04/18|CEDI_3|10895|Refrigerados|EX|1|15|15|0||||||||
2023/04/18|CEDI_3|10930|Alimentos|EX|1|126|330|0||||||||
2023/04/18|CEDI_3|10930|Cuadrante 1|EX|1|12|297|0||||||||
2023/04/18|CEDI_3|10930|Fruver Seco|EX|1|5|7|0||||||||
2023/04/18|CEDI_3|10930|Refrigerados|EX|2|68|139|1||||||||
2023/04/18|CEDI_3|10940|Alimentos|EX|1|199|467|1||||||||
2023/04/18|CEDI_3|10940|Cuadrante 1|EX|1|6|90|0|1|6|90|0|1|6|90|0
2023/04/18|CEDI_3|10940|Fruver Seco|EX|1|5|5|0||||||||
2023/04/18|CEDI_3|10940|Refrigerados|EX|1|44|70|0||||||||
2023/04/18|CEDI_3|10941|Alimentos|EX|1|67|123|0||||||||
2023/04/18|CEDI_3|10941|Fruver Seco|EX|1|8|12|0||||||||
2023/04/18|CEDI_3|10941|Refrigerados|EX|2|25|37|5||||||||
2023/04/18|CEDI_3|10964|Alimentos|EX|1|208|331|2||||||||
2023/04/18|CEDI_3|10964|Cuadrante 1|EX|1|3|115|0|1|3|115|0||||
2023/04/18|CEDI_3|10964|Fruver Seco|EX|1|7|11|0||||||||
2023/04/18|CEDI_3|10964|Refrigerados|EX|2|58|65|-3||||||||
2023/04/18|CEDI_3|10965|Alimentos|EX|1|67|159|7||||||||
2023/04/18|CEDI_3|10965|Fruver Seco|EX|1|2|3|0||||||||
2023/04/18|CEDI_3|10965|Refrigerados|EX|2|31|37|0||||||||
2023/04/18|CEDI_3|10983|Alimentos|EX|1|162|359|3||||||||
2023/04/18|CEDI_3|10983|Refrigerados|EX|1|61|94|3||||||||
2023/04/18|CEDI_3|10984|Alimentos|EX|1|146|212|0||||||||
2023/04/18|CEDI_3|10984|Fruver Seco|EX|1|8|13|0||||||||
2023/04/18|CEDI_3|10984|Refrigerados|EX|1|35|40|0||||||||
2023/04/18|CEDI_3|11007|Alimentos|EX|1|331|806|1||||||||
2023/04/18|CEDI_3|11007|Cuadrante 1|EX|1|1|15|0|1|1|15|0|1|1|15|0
2023/04/18|CEDI_3|11007|Fruver Seco|EX|1|8|15|0||||||||
2023/04/18|CEDI_3|11007|Refrigerados|EX|2|65|91|-2||||||||
2023/04/18|CEDI_3|11008|Alimentos|EX|1|102|171|0||||||||
2023/04/18|CEDI_3|11008|Fruver Seco|EX|1|6|15|0||||||||
2023/04/18|CEDI_3|11008|Refrigerados|EX|2|71|92|0||||||||
