FECHA_OPERATIVA|CEDI|TIENDA|AREA|SITUACION_PEDIDO|PED_PEDIDOS|PED_ARTICULOS|PED_CAJAS|PED_NOATENDID|PICK_PEDIDOS|PICK_ARTICULOS|PICK_CAJAS|PICK_NOATENDID|DESP_PEDIDOS|DESP_ARTICULOS|DESP_CAJAS|DESP_NOATENDID
2023/05/07|CEDI_3|10262|Aseo|EX|1|30|97|0|1|6|38|0|1|6|38|0
2023/05/07|CEDI_3|10262|Cuadrante 1|EX|||||1|5|74|0|1|5|74|0
2023/05/07|CEDI_3|10262|Extraordinarios|EX|||||2|12|15|0|2|12|15|0
2023/05/07|CEDI_3|10262|Fruver Seco|EX|1|8|11|0|3|5|5|0|3|5|5|0
2023/05/07|CEDI_3|10262|Refrigerados|EX|||||1|29|32|0|1|29|32|0
2023/05/07|CEDI_3|10263|Alimentos|EX|1|87|214|7|2|127|251|1|1|16|29|0
2023/05/07|CEDI_3|10263|Aseo|EX|1|24|84|0|2|52|144|0|1|21|57|0
2023/05/07|CEDI_3|10263|Congelados|EX|||||1|6|9|1|1|6|9|1
2023/05/07|CEDI_3|10263|Cuadrante 1|EX|||||1|5|116|0|1|5|116|0
2023/05/07|CEDI_3|10263|Fruver Seco|EX|1|6|8|0|1|2|3|0|1|2|3|0
2023/05/07|CEDI_3|10263|Refrigerados|EX|||||2|31|47|0|2|31|47|0
2023/05/07|CEDI_3|10264|Alimentos|EX|1|156|274|0|||||1|154|223|0
2023/05/07|CEDI_3|10264|Aseo|EX|1|57|123|0|||||1|44|69|2
2023/05/07|CEDI_3|10264|Congelados|EX|||||1|25|35|0|1|25|35|0
2023/05/07|CEDI_3|10264|Cuadrante 1|EX|||||||||1|13|278|0
2023/05/07|CEDI_3|10264|Extraordinarios|EX|||||2|12|21|0||||
2023/05/07|CEDI_3|10264|Fruver Seco|EX|||||1|3|5|0||||
2023/05/07|CEDI_3|10264|Refrigerados|EX|||||2|81|124|20|2|81|124|20
2023/05/07|CEDI_3|10265|Alimentos|EX|1|205|324|1|1|172|226|0|1|172|226|0
2023/05/07|CEDI_3|10265|Aseo|EX|1|44|67|0|1|44|64|0|1|44|64|0
2023/05/07|CEDI_3|10265|Congelados|EX|||||1|18|23|2|1|18|23|2
2023/05/07|CEDI_3|10265|Cuadrante 1|EX|||||1|10|174|0|1|10|174|0
2023/05/07|CEDI_3|10265|Extraordinarios|EX|||||2|9|12|0|2|9|12|0
2023/05/07|CEDI_3|10265|Fruver Seco|EX|1|7|10|0|1|3|3|0|1|3|3|0
2023/05/07|CEDI_3|10265|Refrigerados|EX|||||1|55|59|0|1|55|59|0
2023/05/07|CEDI_3|10266|Alimentos|EX|1|131|288|0|1|37|100|1|1|70|132|0
2023/05/07|CEDI_3|10266|Aseo|EX|1|40|73|0|1|19|47|0|1|23|43|0
2023/05/07|CEDI_3|10266|Congelados|EX|||||1|4|4|2|1|4|4|2
2023/05/07|CEDI_3|10266|Cuadrante 1|EX|||||||||1|4|75|0
2023/05/07|CEDI_3|10266|Extraordinarios|EX|||||1|3|3|0|1|8|11|0
2023/05/07|CEDI_3|10266|Fruver Seco|EX|1|5|8|0|1|2|2|0|1|6|8|0
2023/05/07|CEDI_3|10266|Refrigerados|EX|||||1|12|22|0|1|12|22|0
2023/05/07|CEDI_3|10267|Alimentos|EX|2|153|558|0|2|232|437|1|1|119|196|0
2023/05/07|CEDI_3|10267|Aseo|EX|1|55|118|0|2|94|154|0|1|56|81|0
2023/05/07|CEDI_3|10267|Congelados|EX|||||1|14|15|-1|1|14|15|-1
2023/05/07|CEDI_3|10267|Cuadrante 1|EX|||||1|12|291|0|1|12|291|0
2023/05/07|CEDI_3|10267|Extraordinarios|EX|||||2|9|12|0|2|9|12|0
2023/05/07|CEDI_3|10267|Fruver Seco|EX|1|4|5|0|1|4|5|0|1|4|5|0
2023/05/07|CEDI_3|10267|Refrigerados|EX|||||1|34|39|0|1|34|39|0
2023/05/07|CEDI_3|10268|Alimentos|EX|2|239|1051|0|1|108|190|0|1|108|190|0
2023/05/07|CEDI_3|10268|Aseo|EX|1|90|200|0|1|28|73|0|1|28|73|0
2023/05/07|CEDI_3|10268|Congelados|EX|||||1|11|11|-1|1|11|11|-1
2023/05/07|CEDI_3|10268|Cuadrante 1|EX|||||1|5|109|0|1|5|109|0
2023/05/07|CEDI_3|10268|Extraordinarios|EX|||||2|12|14|0|2|12|14|0
2023/05/07|CEDI_3|10268|Fruver Seco|EX|||||3|5|9|0|3|5|9|0
2023/05/07|CEDI_3|10268|Refrigerados|EX|||||2|28|35|2|2|28|35|2
2023/05/07|CEDI_3|10660|Alimentos|EX|1|232|646|2|1|38|47|0|1|111|173|0
2023/05/07|CEDI_3|10660|Aseo|EX|1|14|86|0|||||1|27|87|0
2023/05/07|CEDI_3|10660|Congelados|EX|||||1|7|12|-1|1|7|12|-1
2023/05/07|CEDI_3|10660|Cuadrante 1|EX|||||1|14|294|12|1|16|348|12
2023/05/07|CEDI_3|10660|Fruver Seco|EX|1|4|9|0|2|3|4|0|1|6|6|1
2023/05/07|CEDI_3|10660|Refrigerados|EX|||||2|31|37|4|2|31|37|4
2023/05/07|CEDI_3|10682|Alimentos|EX|1|279|583|2|1|175|289|1||||
2023/05/07|CEDI_3|10682|Aseo|EX|1|48|100|1|1|49|96|0||||
2023/05/07|CEDI_3|10682|Congelados|EX|||||1|7|10|0|1|7|10|0
2023/05/07|CEDI_3|10682|Extraordinarios|EX|||||1|8|15|0||||
2023/05/07|CEDI_3|10682|Fruver Seco|EX|1|5|6|0|1|1|1|0||||
2023/05/07|CEDI_3|10682|Refrigerados|EX|||||2|36|44|5|2|36|44|5
2023/05/07|CEDI_3|10684|Alimentos|EX|1|110|282|1|||||1|44|63|0
2023/05/07|CEDI_3|10684|Aseo|EX|1|24|72|0|||||1|31|64|0
2023/05/07|CEDI_3|10684|Congelados|EX|||||1|17|18|0|1|17|18|0
2023/05/07|CEDI_3|10684|Cuadrante 1|EX|||||||||1|14|380|0
2023/05/07|CEDI_3|10684|Fruver Seco|EX|1|4|11|0|||||3|9|43|5
2023/05/07|CEDI_3|10684|Refrigerados|EX|||||2|29|40|-1|2|29|40|-1
2023/05/07|CEDI_3|10727|Alimentos|EX|1|114|306|0|1|160|361|5|1|160|361|5
2023/05/07|CEDI_3|10727|Aseo|EX|1|63|166|2|1|38|64|0|1|38|64|0
2023/05/07|CEDI_3|10727|Congelados|EX|||||1|24|36|1|1|24|36|1
2023/05/07|CEDI_3|10727|Cuadrante 1|EX|||||1|10|350|0|1|10|350|0
2023/05/07|CEDI_3|10727|Fruver Seco|EX|1|6|12|0|1|4|7|0|1|4|7|0
2023/05/07|CEDI_3|10727|Refrigerados|EX|||||2|44|67|17|2|44|67|17
2023/05/07|CEDI_3|10747|Alimentos|EX|1|99|211|0|1|89|148|0|1|89|148|0
2023/05/07|CEDI_3|10747|Aseo|EX|1|44|111|0|1|34|49|0|1|34|49|0
2023/05/07|CEDI_3|10747|Congelados|EX|||||1|11|13|-1|1|11|13|-1
2023/05/07|CEDI_3|10747|Cuadrante 1|EX|||||1|4|69|0|1|4|69|0
2023/05/07|CEDI_3|10747|Extraordinarios|EX|||||2|11|13|0|2|11|13|0
2023/05/07|CEDI_3|10747|Fruver Seco|EX|1|6|7|0|3|5|6|0|3|5|6|0
2023/05/07|CEDI_3|10747|Refrigerados|EX|||||2|57|74|4|2|57|74|4
2023/05/07|CEDI_3|10767|Alimentos|EX|1|84|184|0|1|100|196|0|1|100|196|0
2023/05/07|CEDI_3|10767|Aseo|EX|1|57|151|1|1|32|49|0|1|32|49|0
2023/05/07|CEDI_3|10767|Congelados|EX|||||1|2|2|1|1|2|2|1
2023/05/07|CEDI_3|10767|Cuadrante 1|EX|||||1|9|178|0|1|9|178|0
2023/05/07|CEDI_3|10767|Extraordinarios|EX|||||1|4|4|0|1|4|4|0
2023/05/07|CEDI_3|10767|Fruver Seco|EX|1|6|12|0|2|4|6|0|2|4|6|0
2023/05/07|CEDI_3|10767|Refrigerados|EX|||||2|41|61|11|2|41|61|11
2023/05/07|CEDI_3|10782|Alimentos|EX|1|120|233|0|1|149|269|0|1|149|269|0
2023/05/07|CEDI_3|10782|Aseo|EX|||||1|20|32|0|1|20|32|0
2023/05/07|CEDI_3|10782|Congelados|EX|||||1|7|8|0|1|7|8|0
2023/05/07|CEDI_3|10782|Cuadrante 1|EX|||||1|5|119|0|1|5|119|0
2023/05/07|CEDI_3|10782|Extraordinarios|EX|||||2|12|21|0|2|12|21|0
2023/05/07|CEDI_3|10782|Fruver Seco|EX|||||1|2|2|0|1|2|2|0
2023/05/07|CEDI_3|10782|Refrigerados|EX|||||1|23|25|0|1|23|25|0
2023/05/07|CEDI_3|10805|Alimentos|EX|1|30|64|0|1|41|82|0|1|41|82|0
2023/05/07|CEDI_3|10805|Aseo|EX|1|15|23|0|1|9|16|0|1|9|16|0
2023/05/07|CEDI_3|10805|Congelados|EX|||||1|8|15|0|2|15|27|0
2023/05/07|CEDI_3|10805|Cuadrante 1|EX|||||1|2|99|0|1|2|99|0
2023/05/07|CEDI_3|10805|Extraordinarios|EX|||||2|8|10|0|2|8|10|0
2023/05/07|CEDI_3|10805|Fruver Seco|EX|1|4|4|0|1|3|4|0|1|3|4|0
2023/05/07|CEDI_3|10805|Refrigerados|EX|||||2|15|18|2|3|36|51|2
2023/05/07|CEDI_3|10806|Alimentos|EX|1|223|440|0|1|151|236|3|1|151|236|3
2023/05/07|CEDI_3|10806|Aseo|EX|1|136|290|4|1|47|79|3|1|47|79|3
2023/05/07|CEDI_3|10806|Congelados|EX|||||1|16|20|-1|1|16|20|-1
2023/05/07|CEDI_3|10806|Cuadrante 1|EX|||||1|20|427|0|1|11|275|0
2023/05/07|CEDI_3|10806|Extraordinarios|EX|||||1|4|6|0|1|4|6|0
2023/05/07|CEDI_3|10806|Fruver Seco|EX|||||1|2|2|0|1|2|2|0
2023/05/07|CEDI_3|10806|Refrigerados|EX|||||2|25|38|-3|2|25|38|-3
2023/05/07|CEDI_3|10807|Alimentos|EX|1|177|501|0|1|30|68|0|1|30|68|0
2023/05/07|CEDI_3|10807|Aseo|EX|1|36|112|0|1|12|25|0|1|12|25|0
2023/05/07|CEDI_3|10807|Congelados|EX|||||1|7|12|0|1|7|12|0
2023/05/07|CEDI_3|10807|Cuadrante 1|EX|||||1|13|314|0|1|13|314|0
2023/05/07|CEDI_3|10807|Extraordinarios|EX|||||2|9|16|0|2|9|16|0
2023/05/07|CEDI_3|10807|Fruver Seco|EX|1|3|3|0|1|2|3|0|1|2|3|0
2023/05/07|CEDI_3|10807|Refrigerados|EX|||||2|30|44|2|2|30|44|2
2023/05/07|CEDI_3|10822|Alimentos|EX|1|93|295|2|1|115|297|3|1|115|297|3
2023/05/07|CEDI_3|10822|Aseo|EX|1|58|189|2|1|42|96|1|1|42|96|1
2023/05/07|CEDI_3|10822|Congelados|EX|||||1|12|18|4|1|12|18|4
2023/05/07|CEDI_3|10822|Cuadrante 1|EX|||||1|15|374|0|1|15|374|0
2023/05/07|CEDI_3|10822|Extraordinarios|EX|||||2|12|15|0|2|12|15|0
2023/05/07|CEDI_3|10822|Fruver Seco|EX|1|4|5|0|1|3|3|0|1|3|3|0
2023/05/07|CEDI_3|10822|Refrigerados|EX|||||2|24|35|-1|2|24|35|-1
2023/05/07|CEDI_3|10842|Alimentos|EX|1|154|230|1|1|133|184|0|1|133|184|0
2023/05/07|CEDI_3|10842|Aseo|EX|1|47|89|0|1|24|43|0|1|24|43|0
2023/05/07|CEDI_3|10842|Congelados|EX|||||1|16|17|-1|1|16|17|-1
2023/05/07|CEDI_3|10842|Cuadrante 1|EX|||||1|3|63|0|1|3|63|0
2023/05/07|CEDI_3|10842|Extraordinarios|EX|||||2|12|15|0|2|12|15|0
2023/05/07|CEDI_3|10842|Fruver Seco|EX|||||2|3|6|0|2|3|6|0
2023/05/07|CEDI_3|10842|Refrigerados|EX|||||2|41|44|0|2|41|44|0
2023/05/07|CEDI_3|10844|Alimentos|EX|1|100|174|0|1|49|82|0|1|49|82|0
2023/05/07|CEDI_3|10844|Aseo|EX|1|39|109|0|1|16|24|0|1|16|24|0
2023/05/07|CEDI_3|10844|Congelados|EX|||||1|11|14|1|1|11|14|1
2023/05/07|CEDI_3|10844|Cuadrante 1|EX|||||1|10|324|0|1|10|324|0
2023/05/07|CEDI_3|10844|Extraordinarios|EX|||||2|12|14|0|2|12|14|0
2023/05/07|CEDI_3|10844|Fruver Seco|EX|1|8|9|0|1|3|3|0|1|3|3|0
2023/05/07|CEDI_3|10844|Refrigerados|EX|||||2|36|47|1|2|36|47|1
2023/05/07|CEDI_3|10858|Alimentos|EX|1|82|248|5|1|38|79|0|1|38|79|0
2023/05/07|CEDI_3|10858|Aseo|EX|1|31|86|0|1|15|25|0|1|15|25|0
2023/05/07|CEDI_3|10858|Congelados|EX|||||1|9|9|0|1|9|9|0
2023/05/07|CEDI_3|10858|Cuadrante 1|EX|||||1|5|88|0|1|5|88|0
2023/05/07|CEDI_3|10858|Extraordinarios|EX|||||2|9|12|0|2|9|12|0
2023/05/07|CEDI_3|10858|Fruver Seco|EX|||||1|2|2|0|2|4|7|0
2023/05/07|CEDI_3|10858|Refrigerados|EX|||||1|35|50|0|1|35|50|0
2023/05/07|CEDI_3|10865|Alimentos|EX|1|177|310|0||||||||
2023/05/07|CEDI_3|10865|Aseo|EX|1|85|180|0||||||||
2023/05/07|CEDI_3|10865|Congelados|EX|||||1|8|8|0|1|8|8|0
2023/05/07|CEDI_3|10865|Cuadrante 1|EX|||||1|13|283|0|1|13|283|0
2023/05/07|CEDI_3|10865|Extraordinarios|EX|||||1|4|4|0|1|4|4|0
2023/05/07|CEDI_3|10865|Fruver Seco|EX|1|4|6|0|1|2|2|0|1|2|2|0
2023/05/07|CEDI_3|10865|Refrigerados|EX|||||1|21|24|0|1|21|24|0
2023/05/07|CEDI_3|10866|Alimentos|EX|1|98|170|0||||||||
2023/05/07|CEDI_3|10866|Aseo|EX|1|20|43|0||||||||
2023/05/07|CEDI_3|10866|Congelados|EX|||||1|2|2|0|1|2|2|0
2023/05/07|CEDI_3|10866|Cuadrante 1|EX|||||1|5|165|0||||
2023/05/07|CEDI_3|10866|Extraordinarios|EX|||||1|2|2|0||||
2023/05/07|CEDI_3|10866|Fruver Seco|EX|1|6|7|0|2|3|3|0||||
2023/05/07|CEDI_3|10866|Refrigerados|EX|||||1|26|27|0|1|26|27|0
2023/05/07|CEDI_3|10880|Alimentos|EX|1|67|123|0|1|141|241|2|2|164|362|3
2023/05/07|CEDI_3|10880|Aseo|EX|1|76|144|3|1|30|65|0|1|30|65|0
2023/05/07|CEDI_3|10880|Congelados|EX|||||1|12|18|-1|1|12|18|-1
2023/05/07|CEDI_3|10880|Cuadrante 1|EX|||||1|10|179|0|2|11|197|0
2023/05/07|CEDI_3|10880|Extraordinarios|EX|||||1|4|4|0|1|4|4|0
2023/05/07|CEDI_3|10880|Fruver Seco|EX|||||2|5|6|0|2|5|6|0
2023/05/07|CEDI_3|10880|Refrigerados|EX|||||2|33|46|3|2|33|46|3
2023/05/07|CEDI_3|10895|Alimentos|EX|1|24|37|0||||||||
2023/05/07|CEDI_3|10895|Aseo|EX|1|15|21|0||||||||
2023/05/07|CEDI_3|10895|Congelados|EX|||||||||1|6|6|0
2023/05/07|CEDI_3|10895|Cuadrante 1|EX|||||1|4|80|0|1|4|80|0
2023/05/07|CEDI_3|10895|Extraordinarios|EX|||||1|2|2|0|1|2|2|0
2023/05/07|CEDI_3|10895|Fruver Seco|EX|1|1|1|0|2|4|4|0|2|4|4|0
2023/05/07|CEDI_3|10895|Refrigerados|EX|||||1|13|13|0|2|21|21|0
2023/05/07|CEDI_3|10930|Alimentos|EX|1|80|164|0|1|96|201|1|1|96|201|1
2023/05/07|CEDI_3|10930|Aseo|EX|1|53|107|0|1|44|78|0|1|44|78|0
2023/05/07|CEDI_3|10930|Congelados|EX|||||1|15|25|0|1|15|25|0
2023/05/07|CEDI_3|10930|Cuadrante 1|EX|||||1|13|251|0|1|13|251|0
2023/05/07|CEDI_3|10930|Fruver Seco|EX|1|3|3|0|1|2|2|0|1|2|2|0
2023/05/07|CEDI_3|10930|Refrigerados|EX|||||2|47|65|3|2|47|65|3
2023/05/07|CEDI_3|10940|Alimentos|EX|1|164|299|0|1|87|155|1|1|87|155|1
2023/05/07|CEDI_3|10940|Aseo|EX|1|69|186|0|1|25|56|0|1|25|56|0
2023/05/07|CEDI_3|10940|Congelados|EX|||||1|8|11|1|1|8|11|1
2023/05/07|CEDI_3|10940|Cuadrante 1|EX|||||1|9|181|0|1|9|181|0
2023/05/07|CEDI_3|10940|Extraordinarios|EX|||||1|4|6|0|1|4|6|0
2023/05/07|CEDI_3|10940|Fruver Seco|EX|1|5|6|0||||||||
2023/05/07|CEDI_3|10940|Refrigerados|EX|||||2|22|24|4|2|22|24|4
2023/05/07|CEDI_3|10941|Alimentos|EX|1|26|36|0|1|56|104|0|1|56|104|0
2023/05/07|CEDI_3|10941|Aseo|EX|1|14|36|0|1|8|16|1|1|8|16|1
2023/05/07|CEDI_3|10941|Congelados|EX|||||1|5|10|-1|1|5|10|-1
2023/05/07|CEDI_3|10941|Cuadrante 1|EX|||||1|4|59|0|1|4|59|0
2023/05/07|CEDI_3|10941|Extraordinarios|EX|||||2|12|14|0|2|12|14|0
2023/05/07|CEDI_3|10941|Fruver Seco|EX|1|5|9|0|2|4|11|0|2|4|11|0
2023/05/07|CEDI_3|10941|Refrigerados|EX|||||2|14|16|-1|2|14|16|-1
2023/05/07|CEDI_3|10964|Alimentos|EX|1|175|271|0|1|153|205|0|1|153|205|0
2023/05/07|CEDI_3|10964|Aseo|EX|1|56|105|0|1|24|34|0|1|24|34|0
2023/05/07|CEDI_3|10964|Congelados|EX|||||1|10|11|-1|1|10|11|-1
2023/05/07|CEDI_3|10964|Cuadrante 1|EX|||||1|7|160|0|1|7|160|0
2023/05/07|CEDI_3|10964|Extraordinarios|EX|||||2|9|12|0|2|9|12|0
2023/05/07|CEDI_3|10964|Fruver Seco|EX|1|8|12|0|1|4|4|0|1|4|4|0
2023/05/07|CEDI_3|10964|Refrigerados|EX|||||2|48|54|2|2|48|54|2
2023/05/07|CEDI_3|10965|Alimentos|EX|1|93|161|0|1|60|89|0|1|60|89|0
2023/05/07|CEDI_3|10965|Aseo|EX|1|55|129|0|1|24|81|0|1|24|81|0
2023/05/07|CEDI_3|10965|Cuadrante 1|EX|||||1|10|282|0|1|10|282|0
2023/05/07|CEDI_3|10965|Extraordinarios|EX|||||2|12|15|0|2|12|15|0
2023/05/07|CEDI_3|10965|Fruver Seco|EX|1|2|2|0|1|3|3|0|1|3|3|0
2023/05/07|CEDI_3|10965|Refrigerados|EX|||||2|26|30|0|2|26|30|0
2023/05/07|CEDI_3|10983|Congelados|EX|||||1|22|28|0|2|29|46|0
2023/05/07|CEDI_3|10983|Cuadrante 1|EX|||||1|11|230|0|1|11|230|0
2023/05/07|CEDI_3|10983|Extraordinarios|EX|||||1|4|4|0|1|4|4|0
2023/05/07|CEDI_3|10983|Fruver Seco|EX|||||1|2|2|0|1|2|2|0
2023/05/07|CEDI_3|10983|Refrigerados|EX|||||2|29|41|0|4|64|115|-3
2023/05/07|CEDI_3|10984|Alimentos|EX|1|132|178|0|1|65|89|0|1|65|89|0
2023/05/07|CEDI_3|10984|Aseo|EX|1|60|114|0|1|28|39|1|1|28|39|1
2023/05/07|CEDI_3|10984|Congelados|EX|||||1|5|6|0|2|16|19|0
2023/05/07|CEDI_3|10984|Cuadrante 1|EX|||||1|4|124|0|1|4|124|0
2023/05/07|CEDI_3|10984|Extraordinarios|EX|||||2|12|14|0|2|12|14|0
2023/05/07|CEDI_3|10984|Fruver Seco|EX|1|6|8|0|3|8|12|0|3|8|12|0
2023/05/07|CEDI_3|10984|Refrigerados|EX|||||2|16|17|0|4|32|42|3
2023/05/07|CEDI_3|11007|Alimentos|EX|1|278|839|21|1|77|194|6|1|161|395|6
2023/05/07|CEDI_3|11007|Aseo|EX|1|91|197|0|1|28|90|0|1|49|107|0
2023/05/07|CEDI_3|11007|Congelados|EX|||||1|10|13|-1|1|10|13|-1
2023/05/07|CEDI_3|11007|Cuadrante 1|EX|||||||||1|4|62|0
2023/05/07|CEDI_3|11007|Extraordinarios|EX|||||||||2|9|16|0
2023/05/07|CEDI_3|11007|Fruver Seco|EX|1|7|16|0|||||1|6|13|0
2023/05/07|CEDI_3|11007|Refrigerados|EX|||||2|50|100|28|2|50|100|28
2023/05/07|CEDI_3|11008|Alimentos|EX|1|94|183|2|1|129|192|0|1|129|192|0
2023/05/07|CEDI_3|11008|Aseo|EX|1|46|89|0|1|41|74|0|1|41|74|0
2023/05/07|CEDI_3|11008|Congelados|EX|||||1|9|10|-2|1|9|10|-2
2023/05/07|CEDI_3|11008|Cuadrante 1|EX|||||1|12|297|0|1|12|297|0
2023/05/07|CEDI_3|11008|Extraordinarios|EX|||||3|17|23|4|3|15|21|0
2023/05/07|CEDI_3|11008|Fruver Seco|EX|1|8|11|0||||||||
2023/05/07|CEDI_3|11008|Refrigerados|EX|||||2|11|13|0|2|11|13|0
2023/05/07|CEDI_3|11022|Alimentos|EX|1|191|387|2||||||||
2023/05/07|CEDI_3|11022|Aseo|EX|1|50|83|0||||||||
2023/05/07|CEDI_3|11022|Congelados|EX|||||1|4|4|0|1|4|4|0
2023/05/07|CEDI_3|11022|Cuadrante 1|EX|||||1|6|212|0|1|6|212|0
2023/05/07|CEDI_3|11022|Extraordinarios|EX|||||1|3|3|0|1|3|3|0
2023/05/07|CEDI_3|11022|Fruver Seco|EX|||||2|3|3|0|2|3|3|0
2023/05/07|CEDI_3|11022|Refrigerados|EX|||||1|26|26|0|1|26|26|0
2023/05/07|CEDI_3|11023|Alimentos|EX|1|205|314|0|2|88|160|0|1|84|153|0
2023/05/07|CEDI_3|11023|Aseo|EX|1|72|133|0|2|43|68|0|1|28|43|0
2023/05/07|CEDI_3|11023|Congelados|EX|||||1|8|9|0|1|8|9|0
2023/05/07|CEDI_3|11023|Cuadrante 1|EX|||||1|9|201|0|1|9|201|0
2023/05/07|CEDI_3|11023|Extraordinarios|EX|||||2|9|16|0|2|9|16|0
2023/05/07|CEDI_3|11023|Refrigerados|EX|||||2|54|64|2|2|54|64|2
2023/05/07|CEDI_3|11024|Alimentos|EX|1|73|128|0|1|23|64|1|1|23|64|1
2023/05/07|CEDI_3|11024|Aseo|EX|1|38|44|0|1|11|20|0|1|11|20|0
2023/05/07|CEDI_3|11024|Congelados|EX|||||1|4|7|0|1|4|7|0
2023/05/07|CEDI_3|11024|Cuadrante 1|EX|||||1|9|176|0|1|9|176|0
2023/05/07|CEDI_3|11024|Extraordinarios|EX|||||1|3|3|0|1|3|3|0
2023/05/07|CEDI_3|11024|Fruver Seco|EX|||||2|2|2|0|2|2|2|0
2023/05/07|CEDI_3|11024|Refrigerados|EX|||||2|21|27|7|2|21|27|7
2023/05/07|CEDI_3|11025|Alimentos|EX|1|182|501|6|1|91|204|3|1|100|207|0
2023/05/07|CEDI_3|11025|Aseo|EX|1|93|295|0|1|4|9|0|1|43|74|0
2023/05/07|CEDI_3|11025|Congelados|EX|||||1|15|19|0|1|15|19|0
2023/05/07|CEDI_3|11025|Cuadrante 1|EX|||||||||1|10|201|0
2023/05/07|CEDI_3|11025|Extraordinarios|EX|||||1|4|6|0|1|8|15|0
2023/05/07|CEDI_3|11025|Fruver Seco|EX|1|2|2|0|1|1|1|0|1|3|4|0
2023/05/07|CEDI_3|11025|Refrigerados|EX|||||1|31|46|0|1|31|46|0
2023/05/07|CEDI_3|11026|Alimentos|EX|1|275|598|1|1|75|167|2|1|75|167|2
2023/05/07|CEDI_3|11026|Aseo|EX|1|117|282|0|1|30|72|0|1|30|72|0
2023/05/07|CEDI_3|11026|Congelados|EX|||||1|11|18|-4|1|11|18|-4
2023/05/07|CEDI_3|11026|Cuadrante 1|EX|||||1|15|317|0|1|15|317|0
2023/05/07|CEDI_3|11026|Extraordinarios|EX|||||2|12|21|0|2|12|21|0
2023/05/07|CEDI_3|11026|Fruver Seco|EX|1|6|7|0|2|4|4|0|2|4|4|0
2023/05/07|CEDI_3|11026|Refrigerados|EX|||||2|31|48|7|2|31|48|7
2023/05/07|CEDI_3|11027|Alimentos|EX|1|148|260|1|1|89|139|4|1|89|139|4
2023/05/07|CEDI_3|11027|Aseo|EX|1|35|78|0|1|18|26|0|1|18|26|0
2023/05/07|CEDI_3|11027|Congelados|EX|||||1|6|6|1|1|6|6|1
2023/05/07|CEDI_3|11027|Cuadrante 1|EX|||||1|9|162|0|1|9|162|0
2023/05/07|CEDI_3|11027|Extraordinarios|EX|||||2|9|16|0|2|9|16|0
2023/05/07|CEDI_3|11027|Fruver Seco|EX|1|7|7|0|1|2|2|0|1|2|2|0
2023/05/07|CEDI_3|11027|Refrigerados|EX|||||2|22|26|6|2|22|26|6
2023/05/07|CEDI_3|11089|Alimentos|EX|1|133|418|0||||||||
2023/05/07|CEDI_3|11089|Aseo|EX|1|54|251|5||||||||
2023/05/07|CEDI_3|11089|Congelados|EX|||||1|12|25|0|1|12|25|0
2023/05/07|CEDI_3|11089|Extraordinarios|EX|||||2|12|21|0||||
2023/05/07|CEDI_3|11089|Fruver Seco|EX|1|3|3|0|1|3|6|0||||
2023/05/07|CEDI_3|11089|Refrigerados|EX|||||2|26|64|11|2|26|64|11
2023/05/07|CEDI_3|11090|Alimentos|EX|1|254|434|0|1|182|267|1|1|182|267|1
2023/05/07|CEDI_3|11090|Aseo|EX|1|62|127|9|1|56|92|1|1|56|92|1
2023/05/07|CEDI_3|11090|Congelados|EX|||||1|14|17|1|1|14|17|1
2023/05/07|CEDI_3|11090|Cuadrante 1|EX|||||1|17|506|0|1|17|506|0
2023/05/07|CEDI_3|11090|Extraordinarios|EX|||||2|12|15|0|2|12|15|0
2023/05/07|CEDI_3|11090|Fruver Seco|EX|1|7|9|0|1|2|3|0|1|2|3|0
2023/05/07|CEDI_3|11090|Refrigerados|EX|||||2|42|54|6|2|42|54|6
2023/05/07|CEDI_3|11093|Alimentos|EX|1|146|280|0|1|66|139|0|1|66|139|0
2023/05/07|CEDI_3|11093|Aseo|EX|1|51|102|0|1|5|18|1|1|5|18|1
2023/05/07|CEDI_3|11093|Congelados|EX|||||1|13|18|1|1|13|18|1
2023/05/07|CEDI_3|11093|Cuadrante 1|EX|||||1|12|255|0|1|12|255|0
2023/05/07|CEDI_3|11093|Extraordinarios|EX|||||2|9|14|0|2|9|14|0
2023/05/07|CEDI_3|11093|Fruver Seco|EX|1|5|6|0|1|3|5|0|1|3|5|0
2023/05/07|CEDI_3|11093|Refrigerados|EX|||||2|41|44|-1|2|41|44|-1
2023/05/07|CEDI_3|11107|Alimentos|EX|1|43|55|0|1|43|71|1|1|46|64|0
2023/05/07|CEDI_3|11107|Aseo|EX|1|29|40|0|1|17|32|0|1|19|32|0
2023/05/07|CEDI_3|11107|Congelados|EX|||||1|12|17|-1|1|12|17|-1
2023/05/07|CEDI_3|11107|Cuadrante 1|EX|||||1|10|180|0|1|10|180|0
2023/05/07|CEDI_3|11107|Fruver Seco|EX|1|5|5|0|2|6|9|0|1|5|5|0
2023/05/07|CEDI_3|11107|Refrigerados|EX|||||2|60|67|1|2|60|67|1
2023/05/07|CEDI_3|11186|Alimentos|EX|1|196|378|0|1|122|177|0|1|122|177|0
2023/05/07|CEDI_3|11186|Aseo|EX|1|76|146|0|1|28|50|0|1|28|50|0
2023/05/07|CEDI_3|11186|Congelados|EX|||||1|14|16|3|1|14|16|3
2023/05/07|CEDI_3|11186|Cuadrante 1|EX|||||1|11|284|0|1|11|284|0
